timestamp,emg0,emg1,emg2,emg3,pkt_time_ns
7442405,1064,1452,1804,2019,1745203092087057949
7443405,1259,1518,1838,2009,1745203092087057949
7444405,1502,1586,1873,1992,1745203092087057949
7445406,1741,1665,1900,1972,1745203092087057949
7446406,1953,1737,1916,1953,1745203092087057949
7447406,2102,1796,1917,1933,1745203092087057949
7448406,2169,1837,1904,1908,1745203092152347665
7449406,2145,1850,1882,1882,1745203092152347665
7450406,2037,1835,1858,1856,1745203092152347665
7451406,1877,1797,1836,1835,1745203092152347665
7452406,1683,1743,1818,1819,1745203092152347665
7453406,1478,1680,1798,1811,1745203092152347665
7454406,1275,1619,1781,1809,1745203092152347665
7455406,1101,1563,1762,1818,1745203092152347665
7456406,972,1554,1736,1838,1745203092152347665
7457407,890,1555,1689,1863,1745203092152347665
7458407,859,1586,1637,1891,1745203092152347665
7459407,869,1634,1597,1921,1745203092152347665
7460407,915,1682,1590,1944,1745203092152347665
